url,country,advertiser,format,language,quantity,variation,type,content,html code,clip_results,audio,audio_translated,detectron2_results,text,text_translated,errors
https://adstransparency.google.com/advertiser/AR12843644913190961153/creative/CR02332537656887476225?region=ZA,South Africa,Bolt,image,"english, zulu, xhosa, afrikaans",4,1,video-banner,"https://rr1---sn-ui0oqxgoxu-aj5e.googlevideo.com/videoplayback?expire=1739158504&ei=aAOpZ6LVB5SNibEP6LTf4Ak&ip=82.102.111.22&id=51894d0c3f3c3721&itag=18&source=youtube&requiressl=yes&xpc=Eghovf3BOnoBAQ==&met=1739129704,&mh=R8&mm=31&mn=sn-ui0oqxgoxu-aj5e&ms=au&mv=m&mvi=1&pl=24&rms=au,au&susc=daps&obr=googlesyndication.com&ctier=L&mime=video/mp4&vprv=1&rqh=1&dur=15.116&lmt=1737550981261353&mt=1739129354&txp=6219224&sparams=expire,ei,ip,id,itag,source,requiressl,xpc,susc,obr,ctier,mime,vprv,rqh,dur,lmt&sig=AJfQdSswRQIhAIzy-W4sIgYImtnuoCpJOXmA8lSxwrlJb44yqOIyqwGbAiABn2dE7Qmpcd0QXDVuutTq5cF37KUeQ1KCvWW0RXWI2w==&lsparams=met,mh,mm,mn,ms,mv,mvi,pl,rms&lsig=AGluJ3MwRAIgMnOTeIC9z75tAhak9iQ3viLqtXTtF87xtN9MioUKVF4CIB6TXGggumH_CQAw5_ERaEt4cA7QpaShLWrn7SnboheL",CR02332537656887476225_1.html,"Gojek taxi - 1 time (conf 23%)
Careem taxi - 1 time (conf 20%)"," Bolt, Scooter Kirolama Download now","Bolt, Scooter Kirolama Download now","Person - 1 time (conf 99%)
Cell phone - 1 time (conf 85%)",,,
https://adstransparency.google.com/advertiser/AR12843644913190961153/creative/CR02332537656887476225?region=ZA,South Africa,Bolt,image,"english, zulu, xhosa, afrikaans",4,2,banner,https://tpc.googlesyndication.com/simgad/8434446851499218910,CR02332537656887476225_2.html,,,,,,,
https://adstransparency.google.com/advertiser/AR12843644913190961153/creative/CR02332537656887476225?region=ZA,South Africa,Bolt,image,"english, zulu, xhosa, afrikaans",4,3,banner,https://tpc.googlesyndication.com/simgad/8434446851499218910,CR02332537656887476225_3.html,,,,,,,
https://adstransparency.google.com/advertiser/AR12843644913190961153/creative/CR02332537656887476225?region=ZA,South Africa,Bolt,image,"english, zulu, xhosa, afrikaans",4,4,banner,https://tpc.googlesyndication.com/simgad/8434446851499218910,CR02332537656887476225_4.html,,,,,,,
https://adstransparency.google.com/advertiser/AR10766558596670947329/creative/CR01403050658940059649?region=MX,Mexico,Uber,image,spanish,0,0,,,,,,,,,,{'url_content': 'no iframes found'}
https://adstransparency.google.com/advertiser/AR04501049722466729985/creative/CR06185649162835460097?region=PE,Peru,Maxim,image,spanish,3,1,banner,,CR06185649162835460097_1.html,,,,,,,
https://adstransparency.google.com/advertiser/AR04501049722466729985/creative/CR06185649162835460097?region=PE,Peru,Maxim,image,spanish,3,2,banner,https://tpc.googlesyndication.com/simgad/17722303620304593063,CR06185649162835460097_2.html,,,,,,,
https://adstransparency.google.com/advertiser/AR04501049722466729985/creative/CR06185649162835460097?region=PE,Peru,Maxim,image,spanish,3,3,banner,https://tpc.googlesyndication.com/simgad/17722303620304593063,CR06185649162835460097_3.html,,,,,,,
https://adstransparency.google.com/advertiser/AR10609306478026162177/creative/CR06454117466745339905?region=EG,Egypt,DiDi,video-banner,arabic,0,0,,,,,,,,,,{'url_content': 'no iframes found'}
https://adstransparency.google.com/advertiser/AR16286774990139817985/creative/CR13835639851552079873?region=BR,Brazil,Buser,image,portuguese,0,0,,,,,,,,,,{'url_content': 'no iframes found'}
https://adstransparency.google.com/advertiser/AR15330653903557492737/creative/CR04880229243746779137?region=ID,Indonesia,Grab,search,indonesian,1,1,search-ad,https://tpc.googlesyndication.com/archive/sadbundle/$csp%3Darchive$/9150730467590346710/index.html,"
                <iframe 
                width='380'
                height='219' 
                src='https://tpc.googlesyndication.com/archive/sadbundle/$csp%3Darchive$/9150730467590346710/index.html' 
                frameborder='0' 
                allowfullscreen>
                </iframe>
                ",,,,,Bersponsor | Grab www.grab.com/ Punya Mobil 6 Penumpang? - Gabung GrabCar Plus Raih Penghasilan Tambahan Punya Mobil 6 Penumpang? Download Sekarang - GrabRental -,Sponsor |Grab www.grab.com/ Have 6 passengers' cars?- Join GrabCar Plus Reach Additional Income Has 6 Passengers?Download Now - Graberal -,
https://adstransparency.google.com/advertiser/AR06037778987931926529/creative/CR15086030450621153281?region=US,United States,Uber,image,"english, spanish",0,0,,,,,,,,,,{'url_content': 'no iframes found'}
https://adstransparency.google.com/advertiser/AR10609306478026162177/creative/CR02460799124241383425?region=CL,Chile,DiDi,video-youtube,spanish,1,0,,,,,,,,,,{'url_content': 'no iframes found'}
https://adstransparency.google.com/advertiser/AR10068349505939439617/creative/CR04163637933506560001?region=MA,Morocco,Yango,video-google,"arabic, french",2,1,video-google,"https://rr2---sn-ui0oqxgoxu-aj5e.googlevideo.com/videoplayback?expire=1739158596&ei=xAOpZ_DwNfKKibEPnZbe8A0&ip=82.102.111.22&id=19bb487f42af66ea&itag=22&source=youtube&requiressl=yes&xpc=Eghovf3BOnoBAQ==&met=1739129796,&mh=y-&mm=31&mn=sn-ui0oqxgoxu-aj5e&ms=au&mv=m&mvi=2&pcm2cms=yes&pl=24&rms=au,au&susc=daps&obr=googlesyndication.com&ctier=L&mime=video/mp4&vprv=1&rqh=1&dur=19.713&lmt=1725998426248865&mt=1739129354&txp=5532434&sparams=expire,ei,ip,id,itag,source,requiressl,xpc,susc,obr,ctier,mime,vprv,rqh,dur,lmt&sig=AJfQdSswRQIhAOCy_xZ6ap3ifHcyOM6gNdkF8HQJsEitDOpdwWKbhELqAiB_hcGJ4YfPEOZVpHpLCGhBMA97aGdOmpWvVzgT1bUabA==&lsparams=met,mh,mm,mn,ms,mv,mvi,pcm2cms,pl,rms&lsig=AGluJ3MwRQIhAMeLOPkjDnMDV3JV4Rr6hbWx0jItPzYpE8LV6QvExYmKAiB19QLb7PXaYsbRCIlVwCHzqOmTDiTNkDkAuGAAN0qW9Q==",CR04163637933506560001_1.html,"Cabify taxi - 5 times (conf 33%)
Careem taxi - 2 times (conf 26%)
ride-hailing service - 1 time (conf 26%)",قبل ما يرحب بيك، كي يخذ كل سائق المجموعة من الفحوصات. كي يقدمنا سائق رخصة صيقة باش نتحقوا منها. وحتى سور سيارة باش نتأكدوا من الحالة ديالها. وكي تبت الهوية دياله بصورة شخصية. سلام، مشينا؟ أنا حلات مع سائقين معتمدين ابتداءً من سعودراهم.,"Before you welcome you, for each driver to take the tests.In order for us to provide us with a bash driver, we can join.And even the wall of the Bash car, we make sure of the situation.And in order to decide the identity of his dialect personally.Peace, we walked?I am a solution with accredited drivers, starting with their Saud.","Person - 8 times (conf 87%)
Apple - 5 times (conf 78%)
Car - 4 times (conf 89%)
Potted plant - 2 times (conf 90%)
Cell phone - 2 times (conf 89%)
Orange - 2 times (conf 79%)
Chair - 2 times (conf 75%)
Vase - 2 times (conf 67%)
Dining table - 1 time (conf 95%)
Cup - 1 time (conf 77%)
Handbag - 1 time (conf 52%)",,,
https://adstransparency.google.com/advertiser/AR10068349505939439617/creative/CR04163637933506560001?region=MA,Morocco,Yango,video-google,"arabic, french",2,2,video-youtube,https://www.youtube.com/embed/GbtIf0KvZuo?rel=0&version=3&controls=0&autoplay=0&mute=0&origin=https%3A%2F%2Ftpc.googlesyndication.com&widget_referrer=https%3A%2F%2Ftpc.googlesyndication.com%2Fsafeframe%2F1-0-40%2Fhtml%2Fcontainer.html&enablejsapi=1&widgetid=1,CR04163637933506560001_2.html,"Cabify taxi - 4 times (conf 26%)
Careem taxi - 1 time (conf 34%)
Lyft taxi - 1 time (conf 28%)",قبل ما يرحبك، كي يخذ كل سائق المجموعة من الفحوصات كي يقدم لنا سائق رخصة صيقة باش نتحقوا منها وحتى صور سيارة باش نتأكدوا من الحالة ديالها وكي تبت الهوية دياله بصورة شخصية سلام، مشينا؟ أنا حلات مع سائقين معتمدين ببتداءً من سعودراهم,"Before he welcomes you, for each driver of the group to take the tests to give us a driver of Sika license, we will join us, and even the pictures of the Bash car, we make sure of the situation, and in order to decide the identity of his dialect in a personal way, peace, we walked?I am a solution with accredited drivers, starting with their Saud","Person - 6 times (conf 96%)
Car - 3 times (conf 90%)
Apple - 2 times (conf 79%)
Tv - 2 times (conf 52%)
Potted plant - 1 time (conf 97%)
Chair - 1 time (conf 96%)
Vase - 1 time (conf 89%)
Dining table - 1 time (conf 83%)
Mouse - 1 time (conf 55%)
Remote - 1 time (conf 55%)",,,
https://adstransparency.google.com/advertiser/AR10609306478026162177/creative/CR07039889983024398337?region=PE,Peru,DiDi,video-banner,spanish,0,0,,,,,,,,,,{'url_content': 'no iframes found'}
https://adstransparency.google.com/advertiser/AR06037778987931926529/creative/CR01403591618660925441?region=US,United States,Uber,image,"english, spanish",0,0,,,,,,,,,,{'url_content': 'no iframes found'}
https://adstransparency.google.com/advertiser/AR03837864440766660609/creative/CR02985586540891078657?region=CO,Colombia,Picap,video-banner,spanish,4,1,video-banner,"https://rr2---sn-ui0oqxgoxu-aj5e.googlevideo.com/videoplayback?expire=1739158633&ei=6QOpZ_yaIYvE1dUP2vT32Ak&ip=82.102.111.22&id=e8c086cb5c994258&itag=18&source=youtube&requiressl=yes&xpc=Eghovf3BOnoBAQ==&met=1739129833,&mh=Sl&mm=31&mn=sn-ui0oqxgoxu-aj5e&ms=au&mv=m&mvi=2&pl=24&rms=au,au&susc=daps&obr=googlesyndication.com&ctier=L&mime=video/mp4&vprv=1&rqh=1&dur=62.856&lmt=1737398302476278&mt=1739129354&txp=4538534&sparams=expire,ei,ip,id,itag,source,requiressl,xpc,susc,obr,ctier,mime,vprv,rqh,dur,lmt&sig=AJfQdSswRQIhAN4CjNDLLljOehRjO4NclpnzdqUKZNgXBJTIzdQHe6eFAiBXIknbKax5F0Fa6v-3OvU7_A3bKsIs0G03xSIMj79R7w==&lsparams=met,mh,mm,mn,ms,mv,mvi,pl,rms&lsig=AGluJ3MwRAIgEl00LuEEKns26a0qcZv84jNUqGchxy4f3pWwHTF8XyMCIAJtlp28eAdNFnKUDhVzKrsu2V6lFm3VDiekFRqlsMlU",CR02985586540891078657_1.html,"moto taxi - 1 time (conf 62%)
Яндекс такси - 1 time (conf 29%)
prestamos - 1 time (conf 28%)
Uber taxi - 1 time (conf 26%)"," ¡Señor, ¿cómo está? ¿Me lleva por favor? ¡No, papi, no! ¡No le voy ni loco! ¡Papi, no! ¡Vivo! ¡Vivo, veo, veo! ¡Pague el panterazo, veo! ¡Vivo, veo, pague! ¡Tanzo! ¡Tanzo! ¡Ataque! ¡Hola! Buen día. Señor, ¿me lleva por favor a ciudad? ¡Yo estoy en tarifa dinámica! ¡No, no, no, no! ¿Y ahora qué hago? ¿Qué hago? ¿Qué hago? ¡Qué picape! ¡Es la vida! ¡Es la vida! ¡Picap es la solución! ¿Quién está ahí? ¿Quién es usted? ¿Dios? Sí, Dios Dado, el señor que arregla el parque. Descargue Picap desde el App Store y no se va a arrepentir. Ahora transportarse no será un problema, porque llegó Picap. Descarga desde tu App Store, legístrate y empieza a viajar más rápido, más económico y seguro. ¡Viva!","Lord, how are you?Does it take me please?No, daddy, no!I'm not even crazy!Daddy, no!Alive!I live, I see, I see!Pay the panther, I see!I live, see, pay!Tanzo!Tanzo!Stroke!Hello!Good day.Lord, please take me to the city?I am in dynamic rate!No, no, no, no!And now what do I do?What I do?What I do?What a picape!It is life!It is life!PICAP is the solution!Who is there?Who are you?God?Yes, God given, the Lord who fixes the park.Download Picap from the App Store and is not going to regret it.Now transporting will not be a problem, because Picap arrived.Download from your app store, legistrate and start traveling faster, more economical and safe.Viva!","Person - 7 times (conf 87%)
Car - 3 times (conf 96%)
Motorcycle - 2 times (conf 73%)
Cell phone - 1 time (conf 79%)
Dog - 1 time (conf 72%)
Skateboard - 1 time (conf 66%)
Chair - 1 time (conf 56%)
Sports ball - 1 time (conf 52%)",,,
https://adstransparency.google.com/advertiser/AR03837864440766660609/creative/CR02985586540891078657?region=CO,Colombia,Picap,video-banner,spanish,4,2,banner,https://tpc.googlesyndication.com/simgad/13365472857317053968,CR02985586540891078657_2.html,,,,,,,
https://adstransparency.google.com/advertiser/AR03837864440766660609/creative/CR02985586540891078657?region=CO,Colombia,Picap,video-banner,spanish,4,3,banner,https://tpc.googlesyndication.com/simgad/13365472857317053968,CR02985586540891078657_3.html,,,,,,,
https://adstransparency.google.com/advertiser/AR03837864440766660609/creative/CR02985586540891078657?region=CO,Colombia,Picap,video-banner,spanish,4,4,video-youtube,https://www.youtube.com/embed/6MCGy1yZQlg?rel=0&version=3&controls=0&autoplay=0&mute=0,CR02985586540891078657_4.html,"moto taxi - 1 time (conf 62%)
Яндекс такси - 1 time (conf 29%)
prestamos - 1 time (conf 28%)
Uber taxi - 1 time (conf 26%)"," ¡Señor, ¿cómo está? ¿Me lleva por favor? ¡No, papi, no! ¡No le voy ni loco! ¡Papi, no! ¡Vivo! ¡Vivo, veo, veo! ¡Pague el panterazo, veo! ¡Vivo, veo, pague! ¡Tanzo! ¡Tanzo! ¡Ataque! ¡Hola! Buen día. Señor, ¿me lleva por favor a ciudad? ¡Yo estoy en tarifa dinámica! ¡No, no, no, no! ¿Y ahora qué hago? ¿Qué hago? ¿Qué hago? ¡Qué picape! ¡Es la vida! ¡Es la vida! ¡Picap es la solución! ¿Quién está ahí? ¿Quién es usted? ¿Dios? Sí, Dios Dado, el señor que arregla el parque. Descargue Picap desde el App Store y no se va a arrepentir. Ahora transportarse no será un problema, porque llegó Picap. Descarga desde tu App Store, legístrate y empieza a viajar más rápido, más económico y seguro. ¡Viva!","Lord, how are you?Does it take me please?No, daddy, no!I'm not even crazy!Daddy, no!Alive!I live, I see, I see!Pay the panther, I see!I live, see, pay!Tanzo!Tanzo!Stroke!Hello!Good day.Lord, please take me to the city?I am in dynamic rate!No, no, no, no!And now what do I do?What I do?What I do?What a picape!It is life!It is life!PICAP is the solution!Who is there?Who are you?God?Yes, God given, the Lord who fixes the park.Download Picap from the App Store and is not going to regret it.Now transporting will not be a problem, because Picap arrived.Download from your app store, legistrate and start traveling faster, more economical and safe.Viva!","Person - 7 times (conf 87%)
Car - 3 times (conf 96%)
Motorcycle - 2 times (conf 73%)
Cell phone - 1 time (conf 79%)
Dog - 1 time (conf 72%)
Skateboard - 1 time (conf 66%)
Chair - 1 time (conf 56%)
Sports ball - 1 time (conf 52%)",,,
